"ID";"okres";"kraj";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"sur_x";"sur_y";"tel_predvobla";"tel_cislo";"tel_cislo2";"tel_cislo3";"fax_cislo";"email";"email2";"email3";"adresa_www";"kod_kodsko";"postih";"postih1_nazov";"postih2_nazov";"postih3_nazov";"postih4_nazov"
"4106";"Prievidza";"Trenèiansky";"Obec";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Spoj škol. SOŠ";"Rastislavova 332";"Nováky";"97271";"18,5408";"48,7179";"046";"5461310";"0901918325";;"5461472";"info@sosnovaky.sk";"katarina.piackova@sosnovaky.sk";;"www.sosnovaky.sk";"042152551";;;;;
"4107";"Levice";"Nitriansky";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Sp. škola-Praktická šk.";"Z. Nejedlého 41";"Levice";"94001";"18,6011";"48,2193";"036";"6312072";"6226620";;"6226620";"szsi139@stonline.sk";;;"www.skolalevice.edupage.org";"710229682";;;;;
"4109";"Liptovskı Mikuláš";"ilinskı";"Súkromník";"Taneèné konzervatórium";"Slovenskı";"Konzervatórium";"Súkr.tan.konzervatórium";"Hradná 340";"Liptovskı Hrádok";"03301";"19,7202";"49,0365";"044";"0915836148";;;;"riaditel@stklh.sk";;;"www.stklh.sk";"042216702";;;;;
"4110";"Rimavská Sobota";"Banskobystrickı";"Obec";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Športová 1";"Rimavská Sobota";"97901";"20,0184";"48,3833";"047";"5812011";"5634916";;;;;;"www.sosos.sk";"042195438";;;;;
"4111";"Zvolen";"Banskobystrickı";"Obèianske zdruenia";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ ob.a sluieb";"Partizánska 8";"Oèová";"96223";"19,2901";"48,6017";"045";"5349231";;;;"skolaistoty@gmail.com";;;"skolaistoty.edupage.org";"042197252";;;;;
"4112";"Košice III";"Košickı";"Obec";"Konzervatórium";"Slovenskı";"Konzervatórium";"Konzervatórium J.A.";"Exnárova 8";"Košice - Dargovskıch Hrdinov";"04023";"21,2771";"48,7442";"055";"6717843";;;;"sekretariat@kek.sk";"robert.galovics@kek.sk";;"www.kek.sk";"042243262";;;;;
"4113";"Michalovce";"Košickı";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ";"Malèice 347";"Malèice";"07206";"21,853";"48,5765";"052";"0907978810";"0907978810";;;"ssoskk@gmail.com";;;;"042410134";;;;;
"4114";"Roòava";"Košickı";"Obec";"Gymnázium";"Slovenskı";"Gymnázium";"Spojená škola - Gymnáz.";"SNP 607";"Dobšiná";"04925";"20,3624";"48,8206";"058";"7941278";"0905582713";;"7941636";"skola@gymdobs.svcmi.sk";"sou-dobsina@ke.telecom.sk";;"www.gymdobsina.edupage.org";"042243271";;;;;
"4115";"Roòava";"Košickı";"Obec";"Stredná odborná škola";"Maïarskı";"Stredná odborná škola";"Spojená škola - SOŠ";"J. A .Komenského 5";"Roòava";"04801";"20,528";"48,6621";"058";"7885490";"7885491";;"7885491";"zsfabryhoroznava@gmail.com";;;"www.zsfabrv.sk";"710230524";;;;;
"4116";"Spišská Nová Ves";"Košickı";"Krajskı úrad, Okresnı úrad";"Odborné uèilište";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - OU";"Hviezdoslavova 25";"Spišská Nová Ves";"05270";"20,5679";"48,9434";"053";"4463269";"4466123";;;"szsfabsn@gmail.com";;;"www.spojskolasnv.edupage.org";"710229810";;;;;
"4117";"ilina";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Katol.spojená škola-CZŠ";"Nám. Andreja Škrábika è.5";"Rajec";"01501";"18,6333";"49,0891";"041";"5422619";"5422609";"5422619";"5422609";"katskola@katskola.sk";;;"www.katskola.sk";"710231172";;;;;
"4118";"Ša¾a";"Nitriansky";"Obec";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Základná umelecká škola";"Školská 1697";"Moèenok";"95131";"17,9319";"48,2324";"035";"0918686432";"0903064113";;;"beablehova@centrum.sk";;;;"042209218";;;;;
"4119";"ilina";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Katol.spojená škola-Gym";"Nám. Andreja Škrábika è.5";"Rajec";"01501";"18,6334";"49,0891";"041";"5422619";"5422609";;"5422609";"katskola@katskola.sk";;;"www.katskola.sk";"042218497";;;;;
"4120";"Bratislava V";"Bratislavskı";"Súkromník";"Základná škola";"Slovenskı";"Základná škola";"Súkromná ZŠ";"Zadunajská 27";"Bratislava - Petralka";"85101";"17,1072";"48,1182";"02";"62250007";;;;"smg@smg.sk";;;;"042258031";;;;;
"4121";"Povaská Bystrica";"Trenèiansky";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Povaské Podhradie 169";"Povaská Bystrica";"01704";"18,4482";"49,1169";"042";"4326878";"4326878";"4326812";;"zspp@zspodhradpb.edu.sk";"riaditel@zspodhradpb.edu.sk";"mspp@zspodhradpb.edu.sk";"www.zspodhradpb.edu.sk";"042276641";;;;;
"4122";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"m. è. Povaská Teplá 181";"Povaská Bystrica";"01705";"18,4483";"49,1169";"042";"4381192";"4381192";"4381192";"4381192";"zspovazskatepla@stonline.sk";"zspovazskatepla@stonline.sk";;"www.zspovazskatepla.edupage.or";"042276632";;;;;
"4123";"Púchov";"Trenèiansky";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"ZŠ s MŠ";"Visolaje 150";"Visolaje";"01861";"18,3637";"49,0706";"042";"4623073";"0910972706";;;"zsmsvisolaje@wordpress.com";"zsmsvisolaje@wordpress.com";;;"042276675";;;;;
"4125";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Snenica 218";"Snenica";"02332";"18,7923";"49,2576";"041";"4224139";;;"4224139";"jasso@zssneznica.edu.sk";"jasso@zssneznica.sk";;"www.zssneznica.edu.sk";"042220939";;;;;
"4126";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Demänovská ulica 408/4A";"Liptovskı Mikuláš";"03101";"19,6223";"49,0806";"044";"5541336";;;"5541336";"zsdemlm@zsdemlm.edu.sk";;;;"042221978";;;;;
"4127";"ilina";"ilinskı";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Krasòany 19";"Krasòany";"01303";"18,8852";"49,2137";"041";"5692193";;;;"zs.krasnany@gmail.com";;;"www.zskrasnany.edupage.org";"042221897";;;;;
"4128";"Banská Štiavnica";"Banskobystrickı";"Obèianske zdruenia";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Súkr. základná škola";"Akademická 13";"Banská Štiavnica";"96901";"18,893";"48,4587";;;"0915769021";"0911766376";;"bakomi.skola@gmail.com";;"bsolovic@yahoo.com";;"710231091";;;;;
"4129";"Poprad";"Prešovskı";"Súkromník";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Súkromná základná škola";"Rovná 15";"Poprad";"05801";"20,2519";"49,0482";"052";"7721942";"0918727735";"0918473448";;"lifeacademy@lifeacademy.sk";;;"www.lifeacademy.sk";"042235251";"1";"vıvinové poruchy uèenia";;;
"4130";"Bratislava II";"Bratislavskı";"Súkromník";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Súkr. ZUŠ";"Ostredková 14";"Bratislava - Ruinov";"82102";"17,1633";"48,1588";;;"0903630097";;;;"skolatalentina@gmail.com";;;"710232730";;;;;
"4131";"Nitra";"Nitriansky";"Súkromník";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Súkromná ZUŠ Pacovskej";"Nové Sady 176";"Nové Sady";"95124";"17,9801";"48,4168";"037";"0903590786";"0907745955";;;"evapac@centrum.sk";;;;"042209536";;;;;
"4132";"Dolnı Kubín";"ilinskı";"Súkromník";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Súkromná ZUŠ";"Chlebnice 134";"Chlebnice";"02755";"19,4643";"49,2297";"043";"0944909853";;;;"szuschlebnice@gmail.com";;;;"042218942";;;;;
"4133";"ilina";"ilinskı";"Súkromník";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Súkromná ZUŠ";"Slov. dobrovo¾níkov 122/7";"ilina";"01001";"18,7405";"49,2208";"041";"0910926923";;;;"szusbudatin@gmail.com";;;;"042221749";;;;;
"4134";"Prešov";"Prešovskı";"Obèianske zdruenia";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Súkromná ZUŠ GRIMMY";"Tkáèska 3";"Prešov";"08001";"21,2401";"49,0017";"051";"0902602372";;;;"ivran@centrum.sk";"grimmy@pobox.sk";;;"042237033";;;;;
"4135";"Sabinov";"Prešovskı";"Súkromník";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Súkromná ZUŠ";"Pod lesíkom 19";"Šarišské Micha¾any";"08222";"21,1349";"49,0697";"051";"0903630228";"4582204";"7081754";;"miroslav.kobelak@vucpo.sk";;;;"042237009";;;;;
"4136";"Zvolen";"Banskobystrickı";"Súkromník";"Stredná umelecká škola";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ scén. vıtvar.";"Kalinèiakova 87";"Zvolen";"96001";"19,1258";"48,5759";;;"0905068872";;;;"pavurova.edita@pinkharmony.sk";;;"042299977";;;;;
"4137";"Svidník";"Prešovskı";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Spojená škola int.-OUI";"Partizánska 52";"Svidník";"08901";"21,5681";"49,3056";"054";"7881785";;;;"szsisvidnik@stonline.sk";;;;"710230729";;;;;
"4138";"Vranov nad Top¾ou";"Prešovskı";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Budovate¾ská 1309";"Vranov nad Top¾ou";"09301";"21,6818";"48,8906";"057";"4885141";;;;"zspretpadic@stonline.sk";;;;"710230737";;;;;
"4139";"Košice II";"Košickı";"Obèianske zdruenia";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Súkr. gymnázium FUTURUM";"Trieda SNP 61";"Košice - Západ";"04011";"21,2355";"48,7144";"055";"0902277940";"0908781264";;;"tzigova@futurum.sk";"ltakacova@sgfuturum.sk";;"www.sgfuturum.sk";"042407362";;;;;
"4140";"Košice IV";"Košickı";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"Dneperská 1";"Košice - Nad jazerom";"04012";"21,2846";"48,6892";"055";;"0905654490";;"6748969";"bosak@gymbosak.sk";"bosak@gymbosak.sk";;;"042249252";;;;;
"4141";"Topo¾èany";"Nitriansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Gogo¾ova 2143/7";"Topo¾èany";"95501";"18,1706";"48,559";"038";"5321591";"5321895";;"5321591";"zsmsgogolova@gmail.com";;;"www.zsgogolova.edupage.org";"042211476";;;;;
"4142";"Martin";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Evanjelická SŠ-EZŠ";"M. R. Štefánika 17";"Martin";"03601";"18,9218";"49,0628";"043";"3240074";"0905517181";;;"zuzana.medvedova@ezsmt.sk";"jozef.sopoliga@ezsmt.sk";;"www.ezsmt.sk";"710233388";;;;;
"4143";"Liptovskı Mikuláš";"ilinskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola i.";"Kúpe¾ná 97";"Liptovskı Ján";"03203";"19,6779";"49,0482";"044";"5263362";;;"5263362";"szsil.jan@post.sk";;;"www.szsilj.sk";"042224233";"mentálny";;;;
"4144";"Kemarok";"Prešovskı";"Obec";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Základná umelecká škola";"Školská 1";"¼ubica";"05971";"20,4483";"49,1206";"052";"4566102";;;;;;;;"042238749";;;;;
"4145";"Prievidza";"Trenèiansky";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"PŠ ako súèas SŠI";"Úzka 2";"Prievidza";"97101";"18,621";"48,7707";"046";"5431496";"0905909301";;"5431496";"skolaspecialna@mail.t-com.sk";"skolaspecialna@mail.t-com.sk";;"www.zsispecialna.sk";"710233000";;;;;
"4146";"Kysucké Nové Mesto";"ilinskı";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola int.-PŠ";"Murgašova 580";"Kysucké Nové Mesto";"02401";"18,7866";"49,3019";"041";"4213310";;;;"ou-knm@mail.t-com.sk";;;;"710233396";;;;;
"4147";"Martin";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Evanjelická SŠ-GYM";"M. R. Štefánika 17";"Martin";"03601";"18,9219";"49,0628";"043";"3240074";"0905517181";;;"info@egmt.sk";"jozef.sopoliga@ezsmt.sk";;"www.egmt.sk";"710261721";;;;;
"4148";"Prievidza";"Trenèiansky";"Súkromník";"Základná škola";"Slovenskı";"Základná škola";"Súkromná spojená škola - ZŠ";"M. Falešníka 6";"Prievidza";"97101";"18,6211";"48,7707";"046";"0905796231";"0905796231";"0907126203";;"eskolapd@eskolapd.sk";"eskolapd@eskolapd.sk";"svetlanakocisova@centrum.sk";"www.eskolapd.sk";"710238401";;;;;
"4149";"Prešov";"Prešovskı";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Chminianske Jakubovany 21";"Chminianske Jakubovany";"08233";"21,0006";"48,9911";"051";"7761561";"0905829357";;;"zschjakubovany@gmail.com";"perecinska.j@gmail.com";;;"710233523";"1";"narušená komunikácia (reèovı)";;;
"4150";"Košice II";"Košickı";"Súkromník";"Základná škola";"Slovenskı";"Základná škola";"Súkr.spojená škola - ZŠ";"Starozagorská 8";"Košice - Sídlisko KVP";"04023";"21,2154";"48,7158";"055";"6450756";"0903743137";;;"bednarikova.eva@gmail.com";"bednarikova.eva@post.sk";"stanka.krasnay@gmail.com";"www.schoolhuman.eu";"710261012";;;;;
"4151";"Bratislava V";"Bratislavskı";"Súkromník";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Súkr. ZUŠ";"Balkánska 87";"Bratislava - Rusovce";"85110";"17,1452";"48,0558";;;"0907053328";;;;"zuska@zuska.sk";;;"042269440";;;;;
"4152";"Ilava";"Trenèiansky";"Súkromník";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Súkromná ZUŠ";"Štúrová 276";"Bolešov";"01853";"18,1572";"48,9858";"042";"0905191955";"0905191955";;;"sukrzus@gmail.com";"marguspeter@zoznam.sk";;;"042277655";;;;;
"4153";"Prievidza";"Trenèiansky";"Súkromník";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Súkromná  ZUŠ";"Nová 525/2";"Koš";"97241";"18,5789";"48,7456";"046";"0949814123";"0949814123";;;"stratenya@gmail.com";"stratenya@gmail.com";;;"042279313";;;;;
"4154";"Prievidza";"Trenèiansky";"Súkromník";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Súkromná spojená škola - ZUŠ";"Ul.¼. Ondrejova 28";"Prievidza";"97101";"18,6212";"48,7707";"046";"0905796231";"0905796231";"0905387349";;"eskolapd@eskolapd.sk";"eskolapd@eskolapd.sk";"eskolapd@eskolapd.sk";"www.eskolapd.sk";"042280885";;;;;
"4155";"Komárno";"Nitriansky";"Súkromník";"Základná umelecká škola";"Maïarskı";"Základná umelecká škola";"Súkromná ZUŠ";"Nitrianska 381";"Okolièná na Ostrove";"94613";"17,9208";"47,8048";"035";"0915990847";;;;;;;;"042332648";;;;;
"4156";"Levice";"Nitriansky";"Obèianske zdruenia";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Súkr. zákl. umel. škola";"Hlavná 120";"Pohronskı Ruskov";"93562";"18,6525";"47,972";;;;;;;;;;"042307252";;;;;
"4157";"Brezno";"Banskobystrickı";"Obec";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Spojená škola - ZUŠ";"Hlavná 1";"Pohronská Polhora";"97656";"19,7991";"48,7552";"048";;"0918165150";;"6199211";;;;;"710213778";;;;;
"4158";"Krupina";"Banskobystrickı";"Obec";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Zákl.umel.škola pri ZŠ";"Kostolná 18";"Hontianske Moravce";"96270";"18,853";"48,1877";"045";"5583946";;;;;;;;"710232950";;;;;
"4159";"Bardejov";"Prešovskı";"Cirkev, cirkevné spoloèenstvo";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Cirk. spoj.škola - CZUŠ";"Komenského 5";"Bardejov";"08501";"21,2764";"49,2947";"054";"4746554";;;;"cizubar@centrum.sk";;;;"710234350";;;;;
"4160";"Košice II";"Košickı";"Cirkev, cirkevné spoloèenstvo";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Spojená škola - ZUŠ";"Èordáková 50";"Košice - Sídlisko KVP";"04011";"21,2155";"48,7158";"055";"6438753";"0907949640";;;"skola@sscorke.edu.sk";"riaditel.sskm@gmail.com";;;"710233728";;;;;
"4161";"Ilava";"Trenèiansky";"Cirkev, cirkevné spoloèenstvo";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"SŠ sv. J.Bosca-SOŠ";"Trenèianská 66/28";"Nová Dubnica";"01851";"18,1459";"48,9366";"042";"2028923";"0917861122";;;"sos@ssnd.sk";"sos@ssnd.sk";;"www.ssnd.sk";"710237723";;;;;
"4162";"Martin";"ilinskı";"Súkromník";"Stredná umelecká škola";"Slovenskı";"Stredná odborná škola";"Súkromná SŠ-SUŠ";"Ul. J. Lettrich è. 3";"Martin";"03601";"18,922";"49,0628";"043";"4383439";;;;"ssusmartin@ssusmartin.sk";;;;"042347599";;;;;
"4164";"Bardejov";"Prešovskı";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Cirk. spoj. škola - GYM";"Jiráskova 5";"Bardejov";"08501";"21,2765";"49,2947";"054";"4722848";;;;"cigybar@cigybar.sk";"egidiusbj@centrum.sk";;;"710234341";;;;;
"4165";"Kemarok";"Prešovskı";"Obèianske zdruenia";"Odborné uèilište";"Slovenskı";"Špeciálna stredná škola";"Súkromné OU";"Biela voda 2";"Kemarok";"06001";"20,4295";"49,1373";"052";"4523517";"0911523517";;;"soukezmarok@gmail.com";"soukk.riaditel@gmail.com";;"www.ssos-kezmarok.sk";"042339952";;;;;
"4166";"Košice I";"Košickı";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Premonštrátske gymnázium";"Kováèska 28";"Košice - Staré Mesto";"04001";"21,2577";"48,7209";"055";"6250023";"0918193715";;;"gymnazium.premonstrati@gmail.com";;;"www.kovacska.sk";"042319234";;;;;
"4167";"Košice II";"Košickı";"Súkromník";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Súkr.sp.škola-Gymnázium";"Starozagorská 8";"Košice - Sídlisko KVP";"04023";"21,2156";"48,7158";;;"0903743137";;;"bednarikova.eva@post.sk";;;;"710234724";;;;;
"4168";"Michalovce";"Košickı";"Obèianske zdruenia";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkr.SOŠ Nová cesta";"Hlavná 265";"Malèice";"07206";"21,8531";"48,5765";;;"0905501527";;;"oznovacesta@gmail.com";;;;"042319838";;;;;
"4169";"Michalovce";"Košickı";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spoj.škola - PŠ";"Kapušianska 2";"Pavlovce nad Uhom";"07214";"22,0695";"48,6104";;;;;;;;;;"710233760";;;;;
"4170";"Komárno";"Nitriansky";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Maïarskı";"Základná škola";"Cirkevná ZŠ s MŠ";"Brnenské námestie 15";"Kolárovo";"94603";"17,9868";"47,9242";"035";"7775341";;;"7775340";"cerkevnn@cgymkolarovo.edu.sk";;;;"710249888";;;;;
"4171";"Nitra";"Nitriansky";"Cirkev, cirkevné spoloèenstvo";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Piaristická ZŠ";"Piaristická 6";"Nitra";"94901";"18,086";"48,3129";"037";"2300203";"7417168";;;"skola@pgjknr.sk";;"akostalova@post.sk";;"710249900";;;;;
"4172";"Sabinov";"Prešovskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"SNP 15";"Sabinov";"08301";"21,0979";"49,1028";"051";"4523832";;;;"skola@ossnpsb.svcmi.sk";"specialna.zs@stonline.sk";;;"042344751";"mentálny";;;;
"4173";"Sabinov";"Prešovskı";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"SNP 15";"Sabinov";"08301";"21,098";"49,1028";"051";"4523832";;;;"skola@ossnpsb.svcmi.sk";;;;"710251122";;;;;
"4174";"Spišská Nová Ves";"Košickı";"Cirkev, cirkevné spoloèenstvo";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spoj.škola sv.MMK - ŠZŠ";"Gaštanová 11";"Spišská Nová Ves";"05201";"20,568";"48,9434";;;"0904930644";;;"szstolsnv@szstolsnv.sk";"mariapetrikova@hotmail.com";;;"042326931";"mentálny";;;;
"4175";"Bratislava III";"Bratislavskı";"Obèianske zdruenia";"Základná škola";"Slovenskı a Francúzsky bil.";"Základná škola";"S-ZŠ franc-slov";"Cádrova 23";"Bratislava - Nové Mesto";"83101";"17,149";"48,1707";;"0905944664";;;;"secretariat.efba@gmail.com";"zastupca.efba@gmail.com";;;"042364523";;;;;
"4176";"Bratislava III";"Bratislavskı";"Súkromník";"Základná škola";"Slovenskı a Anglickı bil.";"Základná škola";"Súkromná ZŠ EISB";"Kalinèiakova 12";"Bratislava - Nové Mesto";"83104";"17,1491";"48,1707";;;"0907607635";;;;"turinic@eisbratislava.com";;;"042364531";;;;;
"4177";"Nitra";"Nitriansky";"Súkromník";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Súkr. základná škola";"Javorová 644/12";"Nitra";"94901";"18,0861";"48,3129";"038";"3811101";;"0917025025";;"topolcany@espania.sk";"bratislava@espania.sk";;"www.espania.sk";"042369649";;;;;
"4178";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Makov 264";"Makov";"02356";"18,4801";"49,3706";"041";"4364371";;;;"zsmakov@centrum.sk";;;;"042388104";;;;;
"4179";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Rado¾a 326";"Rado¾a";"02336";"18,7941";"49,2907";"041";"4212443";;;;"zsradola@zsradola.edu.sk";;;"www.zsradola.edu.sk";"042388660";;;;;
"4180";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hybe 691";"Hybe";"03231";"19,829";"49,0445";"044";"5296126";;;;"zshybe@zshybe.edu.sk";;;"www.zshybe.edupage.org";"042388139";"1";"mentálny";;;
"4181";"ilina";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 474/5";"Kamenná Poruba";"01314";"18,6861";"49,0874";"041";"5498344";;;"5498345";"zs.kamporuba@zoznam.sk";;;"www.zskamennaporuba.edupage.og";"042388244";;;;;
"4182";"Levoèa";"Prešovskı";"Súkromník";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Súkromná ZŠ";"ul. J. Francisciho è. 11";"Levoèa";"05401";"20,5889";"49,026";"053";"0911711444";;;;"skolasukromna@levoca.eu";;;"www.skolasukromna.levoca.eu";"042344760";;;;;
"4183";"Prešov";"Prešovskı";"Obèianske zdruenia";"Základná škola";"Slovenskı";"Základná škola";"Súkromná spojená škola European English School - ZŠ";"Solivarská 28";"Prešov";"08005";"21,2402";"49,0017";"051";"7713263";;;;"skola@sgpo.sk";;;"www.sukromnaskola.sk";"710252862";;;;;
"4184";"Vranov nad Top¾ou";"Prešovskı";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"ZŠ s MŠ";"Poša 251";"Poša";"09421";"21,7543";"48,8387";"057";"4881580";;;;"lipkova@azet.sk";;;;"042381321";;;;;
"4185";"Košice IV";"Košickı";"Súkromník";"Základná škola";"Slovenskı";"Základná škola";"Súkromná základná škola";"Uhorodská 39";"Košice - Juh";"04011";"21,2568";"48,7095";;;"0911903085";;;"katunska@gmail.com";;;;"042330181";"1";"narušená komunikácia (reèovı)";;;
"4186";"Piešany";"Trnavskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Nám.sv.Cyrila a Metoda 9";"Vrbové";"92203";"17,7237";"48,6213";"033";"7792324";"0917412316";;"7792324";"spojenaskola.vrbove@gmail.com";"riaditeldb@gmail.com";;"www.szsvrbove.edupage.org";"042399653";"syndróm autizmu";;;;
"4187";"Piešany";"Trnavskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Nám.sv.Cyrila a Metoda 9";"Vrbové";"92203";"17,7238";"48,6213";"033";"7792324";"0917412316";;"7792324";"spojenaskola.vrbove@gmail.com";"riaditeldb@gmail.com";;"www.szsvrbove.edupage.org";"042399653";"mentálny";;;;
"4188";"Spišská Nová Ves";"Košickı";"Krajskı úrad, Okresnı úrad";"ZŠ pri špec.vıchovn.zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola RC";"Biele Vody 267";"Mlynky";"05376";"20,4306";"48,8526";"053";"4493204";"0905520443";"4493206";;"skolarc@mail.t-com.sk";"skolardd@mail.t-com.sk";;;"710254369";"poruchy správania";;;;
"4189";"Senica";"Trnavskı";"Obec";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Základná umelecká škola";"Školská 694";"Kúty";"90801";"17,0197";"48,6588";"034";;;;;;;;;"710234589";;;;;
"4190";"Trnava";"Trnavskı";"Obec";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Základná umelecká škola";"SNP 5";"Cífer";"91943";"17,4911";"48,3169";"033";;;;;;;;;"710254083";;;;;
"4191";"Nitra";"Nitriansky";"Obèianske zdruenia";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Súkromná ZUŠ";"Sasinkova 1";"Luianky";"95141";"18,0273";"48,3474";"037";;"0948716696";;;"marianna.bahnova@gmail.com";;;;"042366500";;;;;
"4192";"Banská Bystrica";"Banskobystrickı";"Súkromník";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Súkr. zákl. umel. škola";"Drustevná 201";"Poniky";"97633";"19,29";"48,7102";;;;;;;;;;"710253494";;;;;
"4193";"Banská Bystrica";"Banskobystrickı";"Súkromník";"Základná umelecká škola";"Slovenskı";"Základná umelecká škola";"Súkr. zákl. umel. škola";"Továrenská 2";"Vlkanová";"97631";"19,1469";"48,6683";;;;;;;;;;"042317711";;;;;
